checkpoint_id,path,family,version,role,status,canonical,topology,seed,snapshot,architecture,protocol_id,size_bytes,sha256,notes
CKPT-063,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/cost239/seed_44/best.pt,DeepRMSA,DeepRMSA/paper-parity-v1/COST239-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,cost239,44,best,"actor-critic state=47, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1765841,ad416a64898edd1d0eafcb73886041b3aa8ebe21599c4090b63247bdd3a11d90,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-064,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/cost239/seed_44/final.pt,DeepRMSA,DeepRMSA/paper-parity-v1/COST239-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,cost239,44,final,"actor-critic state=47, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1765879,d07e529beffbc9c01f61e4bc824d34589223f35b9323850c1cc945d6e1db819c,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-065,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/nsfnet/seed_42/best.pt,DeepRMSA,DeepRMSA/paper-parity-v1/NSFNET-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,nsfnet,42,best,"actor-critic state=53, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1784273,161a3c7a19684367896690ec3d77be06d5a599b5a2e6187a960d4e106d71f305,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-066,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/nsfnet/seed_42/final.pt,DeepRMSA,DeepRMSA/paper-parity-v1/NSFNET-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,nsfnet,42,final,"actor-critic state=53, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1784311,17d571850850b62c3b1ee45b7fe1c7abd39cf3622cc81e7bc8bc8d774c24d8d9,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-067,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/nsfnet/seed_43/best.pt,DeepRMSA,DeepRMSA/paper-parity-v1/NSFNET-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,nsfnet,43,best,"actor-critic state=53, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1784273,1802ef045303637729a10438d857ddbbd1c5424cb18335e60059b4ad8aa35a8e,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-068,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/nsfnet/seed_43/final.pt,DeepRMSA,DeepRMSA/paper-parity-v1/NSFNET-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,nsfnet,43,final,"actor-critic state=53, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1784311,aab1d3027321bb6d620b8658a2e94e2a492e7e960cc734f2bbd4ec6dd951c161,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-069,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/nsfnet/seed_44/best.pt,DeepRMSA,DeepRMSA/paper-parity-v1/NSFNET-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,nsfnet,44,best,"actor-critic state=53, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1784273,70ad2b5f2d8e53f1ab02dce3302d52c224b0345044edc84af5d7db4f3ea496b2,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-070,experiments/deeprmsa_vs_ksp_ff_paper_parity/checkpoints/nsfnet/seed_44/final.pt,DeepRMSA,DeepRMSA/paper-parity-v1/NSFNET-K5-M1,Paper-semantic DeepRMSA baseline,preserved-deeprmsa,no,nsfnet,44,final,"actor-critic state=53, actions=5, K=5, M=1",DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1,1784311,2525f9b28d0f2076e22f8abf05edefd85ccf4e78798a7495f16c00f1d39c8177,Protocol DEEPRMSA_VS_KSP_FF_PAPER_PARITY_V1; best is validation-selected and final is the terminal snapshot.
CKPT-071,experiments/strict_v13_vs_ksp_ff_vs_deeprmsa_cost239_fixed_c_all_od/deep_rmsa_adapted/seed_42/best.pt,DeepRMSA,DeepRMSA/topology-matched-COST239-K50-M10/v1,Topology-matched adapted DeepRMSA baseline,preserved-deeprmsa,no,xlron_cost239_ptrnet_real,42,best,"actor-critic state=1172, actions=2000, K=50, M=10",DEEPRMSA_ADAPTED_K50_COST239_FIXED_C_ALL_OD,8313681,674a3f283e92376002d6dca83f1c34bf7f5d14c2ef3a4b5cebcc7ef621be149c,"Fixed-C/all-OD, 320 slots, 50 paths, four modulations, ten blocks, 2000 actions; epoch-1 best checkpoint."
CKPT-072,experiments/v13_strict_fixed/checkpoints/full_state_stratified_depth/seed_42/ranking_model.pt,Counterfactual R Ranker,v1.3-full-state/stratified-depth/pre-strict-loss,25-D PPO-R Top-30 counterfactual Ranker,historical-development,no,,42,metric-selected,MLP 25-128-64-1,,52893,eaeb4b32fa9fa642662230b26845863fa41e1a509776382884c12234d714e497,Full-state candidate trained before the locked Strict-loss rerun; do not cite as current Strict v1.3.
CKPT-073,experiments/v13_strict_fixed/checkpoints/full_state_stratified_depth/seed_43/ranking_model.pt,Counterfactual R Ranker,v1.3-full-state/stratified-depth/pre-strict-loss,25-D PPO-R Top-30 counterfactual Ranker,historical-development,no,,43,metric-selected,MLP 25-128-64-1,,52893,b191b4b5f096cf17d0a65b7c43b481e2f05cc5c1119add57d6558f461fdd78d2,Full-state candidate trained before the locked Strict-loss rerun; do not cite as current Strict v1.3.
CKPT-074,experiments/v13_strict_fixed/checkpoints/full_state_stratified_depth/seed_44/ranking_model.pt,Counterfactual R Ranker,v1.3-full-state/stratified-depth/pre-strict-loss,25-D PPO-R Top-30 counterfactual Ranker,historical-development,no,,44,metric-selected,MLP 25-128-64-1,,52893,913594337a49818773625ff5eccbc064103a015e1fb867ad9ef7d7f37d445dd6,Full-state candidate trained before the locked Strict-loss rerun; do not cite as current Strict v1.3.
CKPT-075,experiments/v13_strict_fixed/checkpoints/full_state_uniform/seed_42/ranking_model.pt,Counterfactual R Ranker,v1.3-full-state/uniform/pre-strict-loss,25-D PPO-R Top-30 counterfactual Ranker,historical-development,no,,42,metric-selected,MLP 25-128-64-1,,52893,1c2e8567117e0d258277a60c00e19506449f85d71c88e734acdea9059e507fde,Full-state candidate trained before the locked Strict-loss rerun; do not cite as current Strict v1.3.
CKPT-076,experiments/v13_strict_fixed/checkpoints/full_state_uniform/seed_43/ranking_model.pt,Counterfactual R Ranker,v1.3-full-state/uniform/pre-strict-loss,25-D PPO-R Top-30 counterfactual Ranker,historical-development,no,,43,metric-selected,MLP 25-128-64-1,,52893,2d2577cd432aafd079b306912db58694666dcda30fbf1b73f400545de2bead35,Full-state candidate trained before the locked Strict-loss rerun; do not cite as current Strict v1.3.
CKPT-077,experiments/v13_strict_fixed/checkpoints/full_state_uniform/seed_44/ranking_model.pt,Counterfactual R Ranker,v1.3-full-state/uniform/pre-strict-loss,25-D PPO-R Top-30 counterfactual Ranker,historical-development,no,,44,metric-selected,MLP 25-128-64-1,,52893,86d71cb16a0d9dff5e4dfca75c347c6572bbe23d90e346095d7f2ccab947bfea,Full-state candidate trained before the locked Strict-loss rerun; do not cite as current Strict v1.3.
CKPT-078,experiments/v13_strict_fixed/strict_loss_rerun/checkpoints/full_state_stratified_depth_strict/seed_42/ranking_model.pt,Strict v1.3 Ranker,Strict-v1.3/full-state-stratified-depth/strict-loss,25-D PPO-R Top-30 common-future counterfactual Ranker,strict-ablation,no,,42,metric-selected,MLP 25-128-64-1,,52893,22a54104812f6742c65e0f36515797ce3bff190822c6fff5262007701ddf8d3e,Canonical online Ranker is the uniform seed-42 file; seeds 43/44 are replicas and stratified-depth is an ablation.
CKPT-079,experiments/v13_strict_fixed/strict_loss_rerun/checkpoints/full_state_stratified_depth_strict/seed_43/ranking_model.pt,Strict v1.3 Ranker,Strict-v1.3/full-state-stratified-depth/strict-loss,25-D PPO-R Top-30 common-future counterfactual Ranker,strict-ablation,no,,43,metric-selected,MLP 25-128-64-1,,52893,1a3590f3ba5fb5e1f9e5acbd21aa30b31b06dcfc9f746cb6615736bbc0404494,Canonical online Ranker is the uniform seed-42 file; seeds 43/44 are replicas and stratified-depth is an ablation.
CKPT-080,experiments/v13_strict_fixed/strict_loss_rerun/checkpoints/full_state_stratified_depth_strict/seed_44/ranking_model.pt,Strict v1.3 Ranker,Strict-v1.3/full-state-stratified-depth/strict-loss,25-D PPO-R Top-30 common-future counterfactual Ranker,strict-ablation,no,,44,metric-selected,MLP 25-128-64-1,,52893,c8658b3367a0c68bdd455c9f7ca0ca4802cd4aed4e501815af84b3b292ad9aba,Canonical online Ranker is the uniform seed-42 file; seeds 43/44 are replicas and stratified-depth is an ablation.
CKPT-081,experiments/v13_strict_fixed/strict_loss_rerun/checkpoints/full_state_uniform_strict/seed_42/ranking_model.pt,Strict v1.3 Ranker,Strict-v1.3/full-state-uniform/strict-loss,25-D PPO-R Top-30 common-future counterfactual Ranker,active-core,yes,,42,metric-selected,MLP 25-128-64-1,,52893,ae2f17b3644e17e19b3967918d654177c7d84666bdb7469e40c1b8c13fa2e2de,Canonical online Ranker is the uniform seed-42 file; seeds 43/44 are replicas and stratified-depth is an ablation.
CKPT-082,experiments/v13_strict_fixed/strict_loss_rerun/checkpoints/full_state_uniform_strict/seed_43/ranking_model.pt,Strict v1.3 Ranker,Strict-v1.3/full-state-uniform/strict-loss,25-D PPO-R Top-30 common-future counterfactual Ranker,reproducibility-replica,replica,,43,metric-selected,MLP 25-128-64-1,,52893,a4737b092bbe9c120f819e97dc77b7cc7d4c5490b8633427e39f3a71d6c4bd1b,Canonical online Ranker is the uniform seed-42 file; seeds 43/44 are replicas and stratified-depth is an ablation.
CKPT-083,experiments/v13_strict_fixed/strict_loss_rerun/checkpoints/full_state_uniform_strict/seed_44/ranking_model.pt,Strict v1.3 Ranker,Strict-v1.3/full-state-uniform/strict-loss,25-D PPO-R Top-30 common-future counterfactual Ranker,reproducibility-replica,replica,,44,metric-selected,MLP 25-128-64-1,,52893,390ec5840a3bef2c86ce376c48edd7f806579b7723d77df93f90959962e728fc,Canonical online Ranker is the uniform seed-42 file; seeds 43/44 are replicas and stratified-depth is an ablation.
