source_path,classification,target_path,reason,direct_importers,dependencies,size_bytes,sha256,license_status,migration_risk
sa_hmarl/pure_rmsa_v13/neural_opportunity/tests/__init__.py,KEEP_TEST,pure_rmsa_v13/neural_opportunity/tests/__init__.py,test package,,,39,6f33025e1cf11f49881fc80035ff7a2954e590355ecf0b5d6926fe7464f8724c,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/tests/test_core.py,KEEP_TEST,pure_rmsa_v13/neural_opportunity/tests/test_core.py,model/training/protocol unit tests (env-free),,,2131,647d24112eb61440d5c021c85492686921fd1ace27726a8dc0fbedfb65f448d2,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/tests/test_wide_bitmap.py,KEEP_TEST,pure_rmsa_v13/neural_opportunity/n1_100/tests/test_wide_bitmap.py,wide 100-bit bitmap + high-slot parity tests,,,6429,f6dea0cb5684cd006ad850eb41450d55ae23e25f647392f3b064f1766651a6a7,project-original; repo has no LICENSE file (LICENSE must be added before first public push),needs fixture npz; point to tests/fixtures/ at Commit 2
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_fuse0/tests/__init__.py,KEEP_TEST,pure_rmsa_v13/neural_opportunity/n1_fuse0/tests/__init__.py,test package,,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_fuse0/tests/test_fuse0.py,KEEP_TEST,pure_rmsa_v13/neural_opportunity/n1_fuse0/tests/test_fuse0.py,FUSE0 price/action parity tests,,,5274,26fde7be54ae9407df7bd2449021ea9c0dc7f8ce15ee11f93ec6f9651a3b9bd0,project-original; repo has no LICENSE file (LICENSE must be added before first public push),needs fixture npz; point to tests/fixtures/ at Commit 2
sa_hmarl/pure_rmsa_v13/fair_comparison_xlron/tests/__init__.py,KEEP_TEST,pure_rmsa_v13/fair_comparison_xlron/tests/__init__.py,test package,,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/fair_comparison_xlron/tests/test_env.py,KEEP_TEST,pure_rmsa_v13/fair_comparison_xlron/tests/test_env.py,XLRON env/ksp/traffic unit tests,,,2823,ce26167154d2f85b8988fcedfa4565caf5609ac10681301d29947b8c1fe4ce78,contains XLRON(MIT)-derived data/clean-room reimpl; NOTICE+THIRD_PARTY.md required,low
sa_hmarl/pure_rmsa_v13/fair_comparison_xlron/tests/test_ksp_ff.py,KEEP_TEST,pure_rmsa_v13/fair_comparison_xlron/tests/test_ksp_ff.py,XLRON env/ksp/traffic unit tests,,,2221,95e29d6545181428a2b64dd55b07a6f2176b40f7a7795a05235339b216ffa0cd,contains XLRON(MIT)-derived data/clean-room reimpl; NOTICE+THIRD_PARTY.md required,low
sa_hmarl/pure_rmsa_v13/fair_comparison_xlron/tests/test_traffic.py,KEEP_TEST,pure_rmsa_v13/fair_comparison_xlron/tests/test_traffic.py,XLRON env/ksp/traffic unit tests,,,2638,1a958c5f426eaceff027027d16bd423b293a325c4f416d7e68abae9a900b131c,contains XLRON(MIT)-derived data/clean-room reimpl; NOTICE+THIRD_PARTY.md required,low
sa_hmarl/pure_rmsa_v13/tests/test_core.py,KEEP_TEST,pure_rmsa_v13/tests/test_core.py,core.execute + env tests,,,713,4efc8527a156222358e61a25ac1ea4c45e2259e7b65383d6bc8a9eaff5bea142,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/rollout_lab/test_demand_shadow_pricing.py,KEEP_TEST,pure_rmsa_v13/rollout_lab/test_demand_shadow_pricing.py,shadow pricer regression tests,,,6601,99b0c457e2c87f60a110827cd9bb6fdb5a0767a1dbf2f51bfaefc0bee25dfce0,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/rollout_lab/test_path_opportunity_pricing.py,KEEP_TEST,pure_rmsa_v13/rollout_lab/test_path_opportunity_pricing.py,opportunity pricer regression tests,,,28912,4a099fedb031c807587ca6a52d60a052afbc2b17ca65de4bfdfc7486d882fe10,project-original; repo has no LICENSE file (LICENSE must be added before first public push),imports _direct_sketch_kernel; needs skip guard without .so
sa_hmarl/pds_rmsa/tests/__init__.py,KEEP_TEST,pds_rmsa/tests/__init__.py,test package,,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pds_rmsa/tests/conftest.py,KEEP_TEST,pds_rmsa/tests/conftest.py,env fixtures,,,1511,bcd2aa3d8591c2f72841727f895dfa7cf98bd1677c7c4bfa63c8bd5216bc70dc,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pds_rmsa/tests/test_phase_a1.py,KEEP_TEST,pds_rmsa/tests/test_phase_a1.py,env/protocol/baselines coverage,,,16229,34cc2afb63e1d351d2b794f7aaebadce12def90a6bfdd7acc1e5d4b506833b68,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/PHASE_N1_PROTOCOL_LOCK.md,KEEP_DOC,pure_rmsa_v13/neural_opportunity/PHASE_N1_PROTOCOL_LOCK.md,50-slot locked protocol (matches protocol.py),,,3712,e8ff1d54d1abeb0cbc97c70f4ed9daa96615265be9c741baae973fb95e187723,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/NEURAL_OPPORTUNITY_FINAL_REPORT.md,KEEP_DOC,pure_rmsa_v13/neural_opportunity/NEURAL_OPPORTUNITY_FINAL_REPORT.md,50-slot final report,,,6389,bf6fe6f647c8592f521a49dc14609214a9727229a681ff3e08a7694e9d1e3900,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/EXPERIMENT_MATRIX.md,KEEP_DOC,pure_rmsa_v13/neural_opportunity/n1_100/EXPERIMENT_MATRIX.md,current 100-slot experiment matrix,,,6951,779a56866ab2b7eb68893e64165e8d1cb26e144eb416443b37d7ba8c7add2945,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/EXPERIMENT_REPORT.md,KEEP_DOC,pure_rmsa_v13/neural_opportunity/n1_100/EXPERIMENT_REPORT.md,current 100-slot report (honest disclosures),,,6300,526d44eaaeed9f6279026077b3cfc08a7394a69d3f858dca9ad45a5a3ef4c7be,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_fuse0/README.md,KEEP_DOC,pure_rmsa_v13/neural_opportunity/n1_fuse0/README.md,FUSE0 mechanism note,,,1918,334d2c65c08aeb4f97afc303bc067fa422897cbd4492d51534fe1f92c1492278,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/fair_comparison_xlron/FAIR_COMPARISON_REPORT.md,KEEP_DOC,pure_rmsa_v13/fair_comparison_xlron/FAIR_COMPARISON_REPORT.md,function-level XLRON correspondence table + results,,,5945,3de90e1e0ca79c2789cb77f8ad1655435fe9d00484784f48dbd5e2e29c59c279,contains XLRON(MIT)-derived data/clean-room reimpl; NOTICE+THIRD_PARTY.md required,contains /mnt/d paths in repro commands; scrub before publish
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/PHASE_N1_100_PROTOCOL.md,SUMMARY_ONLY,docs/history/PHASE_N1_100_PROTOCOL.md,stale historical protocol record (superseded by EXPERIMENT_MATRIX); label archived,,,4053,45dae9a900918f66141836d206c2e997de88143ec1b1ceab7b9fc4c6f1111908,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/COMPARE_RESULTS.json,SUMMARY_ONLY,results/archived_n1_100_hops_pool/COMPARE_RESULTS.json,legacy hops-pool nsfnet result; label exploratory/archived (gate was relaxed post-hoc; warmup/truncation drift),,,2050,64db1463b87d83dba1509919d88c03c9746caee5e39f5eb5a092b62a7bd75bf8,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/CONFIRMATORY_250.json,SUMMARY_ONLY,results/archived_n1_100_hops_pool/CONFIRMATORY_250.json,legacy hops-pool nsfnet result; label exploratory/archived (gate was relaxed post-hoc; warmup/truncation drift),,,2963,3cc8acf6e7a685cfefb8600254fe143926cb5470ba41d138eff3b9a3bc604cef,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/FINAL_COMPARE_250.json,SUMMARY_ONLY,results/archived_n1_100_hops_pool/FINAL_COMPARE_250.json,legacy hops-pool nsfnet result; label exploratory/archived (gate was relaxed post-hoc; warmup/truncation drift),,,1515,1b39e6c6ae684cf678031621428bbec8ec0874fb7937a39aca70f3f43ec1ec0a,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/PRESSURE_COMPARE.json,SUMMARY_ONLY,results/archived_n1_100_hops_pool/PRESSURE_COMPARE.json,legacy hops-pool nsfnet result; label exploratory/archived (gate was relaxed post-hoc; warmup/truncation drift),,,2764,2e8fe48409ebab18ea9f0995b8238fdcfe3efb5e4b9713166207a79ffeaa811e,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/training/TRAINING_RESULTS.json,SUMMARY_ONLY,results/archived_n1_100_hops_pool/TRAINING_RESULTS.json,legacy hops-pool training summary; label exploratory/archived,,,20155,19e8d83db302693c5470e9ae0b8dda55c665542034d2a60b01ca99ce54eb2543,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/network/topology_data_usnet_gcnrmsa.json,SOURCE_REQUIRED,,USNET edge table sidecar read by topology_data.py,,,2358,7c53e560500f6441fcad57d46dc9b842f696420d68e90b9be1f7fc490a7541d6,contains XLRON(MIT)-derived data/clean-room reimpl; NOTICE+THIRD_PARTY.md required,missing file currently silently empties USNET; loader must fail closed
sa_hmarl/pure_rmsa_v13/artifacts/direct_sketch_exact_optimization/phaseA_confirmatory_10seed/per_seed.csv,SOURCE_REQUIRED,assets/fact_tables/phaseA_confirmatory_10seed_per_seed.csv,Phase-A fact table asserted by run_confirmatory.py,,,34276,0c466adfc5788a52978cf95537e51fded0de0e504ced893cacb57acffb692396,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/nsfnet/deployment_weights.npz,TEST_FIXTURE_SMALL,tests/fixtures/n1_50/nsfnet/deployment_weights.npz,pinned 50-slot deployment weights; committed as test fixture; ALSO published as formal Release asset (same sha256) per CHECKPOINT_AND_DATA_POLICY,,,11174,7d4436a0dad4330a5ece731793c741c709854e24745446c764957c15cd7ada60,project-original; repo has no LICENSE file (LICENSE must be added before first public push),verify sha256 vs pinned 7d4436a0... (nsfnet)
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/nsfnet/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_50/nsfnet/TRAINING_RESULTS.json,training summary,,,20164,0912845e71dff3cef3f1b8af0b64b0c4cb76050dee0b9e7e018a2a58785b4aa0,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/nsfnet/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,torch checkpoint never read back by any code,,,13141,e4e4fd1330520fe3dcf66cc3dc4fbec204459ce3d6425a74d85864ccf5022a39,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/usnet/deployment_weights.npz,TEST_FIXTURE_SMALL,tests/fixtures/n1_50/usnet/deployment_weights.npz,pinned 50-slot deployment weights; committed as test fixture; ALSO published as formal Release asset (same sha256) per CHECKPOINT_AND_DATA_POLICY,,,11220,c3cdd0dc40435aed6966b9d7665654635831ded309f89632c613aeb27648871f,project-original; repo has no LICENSE file (LICENSE must be added before first public push),verify sha256 vs pinned 7d4436a0... (nsfnet)
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/usnet/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_50/usnet/TRAINING_RESULTS.json,training summary,,,20131,5540872c07d50517a538750eec0d46435290fd989f551450f617062369a7da4a,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/usnet/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,torch checkpoint never read back by any code,,,13141,0cc9b3ba84c4c2b5e2126cd9f2d33e5b5b3be569735044cb818ebf5f8a7a2dec,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/jpn48/deployment_weights.npz,TEST_FIXTURE_SMALL,tests/fixtures/n1_50/jpn48/deployment_weights.npz,pinned 50-slot deployment weights; committed as test fixture; ALSO published as formal Release asset (same sha256) per CHECKPOINT_AND_DATA_POLICY,,,11191,2ecdbd46e37bad2361dcc0eace8906e8f2922fae27bbb22ca5882985f9bf6949,project-original; repo has no LICENSE file (LICENSE must be added before first public push),verify sha256 vs pinned 7d4436a0... (nsfnet)
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/jpn48/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_50/jpn48/TRAINING_RESULTS.json,training summary,,,20121,c957e6e99d7d67b8e4689fb42e26afb3342be0b6a8c1557d8247b22ab15c2aed,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_conflict_v1/jpn48/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,torch checkpoint never read back by any code,,,13141,a96b799b4ba0f0e3190180ddd334709007f9ff20477e3b41cf3d685c0c693cf9,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/confirmatory_10seed/CONFIRMATORY_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_50/CONFIRMATORY_RESULTS.json,formal 10-seed confirmatory (verdict HOLD),,,4726,c8d4382e2595f52005f73c23c37d58656a6be17efa692ea4ca490c7cc1542a39,project-original; repo has no LICENSE file (LICENSE must be added before first public push),no weights hash recorded; add at republication
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/confirmatory_10seed/neural_per_seed.csv,RESULT_SUMMARY_SMALL,results/n1_50/neural_per_seed.csv,per-seed blocking,,,2752,f8be5d8bbcdc010c6d090315c6b88eb65f653d93b56781b67a01099759f3931f,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/frozen_pilot_5seed/FROZEN_PILOT_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_50/FROZEN_PILOT_RESULTS.json,pilot diagnostic,,,4334,a9d008a5c89ecf2757b34d16f5d5c1c86aa52dae5388802ce652b9ce3fabf68e,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/frozen_pilot_5seed/per_seed.csv,RESULT_SUMMARY_SMALL,results/n1_50/pilot_per_seed.csv,per-seed blocking,,,5131,39f81b510d3e285b69a70c89503bfc47c71f86248367b8d76353e281bc865813,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/latency_ceiling_final/LATENCY_CEILING.json,RESULT_SUMMARY_SMALL,results/n1_50/LATENCY_CEILING.json,latency gate (GO),,,2367,a54f4f5c29e7d192f194de89e0100bc02b3b93cf8e8e9a55d81eea0feca0ca02,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_fuse0/artifacts/FUSE0_RESULTS.json,RESULT_SUMMARY_SMALL,results/fuse0/FUSE0_RESULTS.json,FUSE0 parity+latency record,,,6277,37c6947aef935107fac04c2e6a32cc4b4821b03f3c519e45bb7674ad07d66bdb,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_fuse0/artifacts/JPN48_KSP_VS_N1_COMPARE.json,RESULT_SUMMARY_SMALL,results/fuse0/JPN48_KSP_VS_N1_COMPARE.json,compare summary,,,1609,d1c8001709839992d69b08942378d15da4339994b07447c3e43122bd7346ded8,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/training/deployment_weights.npz,TEST_FIXTURE_SMALL,tests/fixtures/n1_100_legacy/nsfnet/deployment_weights.npz,fixture for test_wide_bitmap.py (legacy hops-pool nsfnet weights),,,20283,ab6ce1a248332e7907780f8148cc70ad1ec0a0ed6b6da687c022c92fd203a2ee,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/training/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,never read back,,,22933,8e17b7d919225198f55260f9a1e2c89519f2021c8c5cf701eb7559526e9e0e91,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/CALIBRATION_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/abilene/CALIBRATION_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,2594,4045c5ef7a38c48649ea3a548ad34ae5427065ea0569eb479f56f0f4f1af9f82,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/CALIBRATION_RESULTS_5_8pct.json,RESULT_SUMMARY_SMALL,results/n1_100/abilene/CALIBRATION_RESULTS_5_8pct.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,5200,e911f6b199ae1fe902b2f2450dd5427fae44058e069a4368b4e54144d9f6901f,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/COMPARE_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/abilene/COMPARE_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,7607,1f78c490eda88275709ecd97dfaeb93c8db270bc7eaa3f1caf93600167b47ea7,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/per_seed.csv,RESULT_SUMMARY_SMALL,results/n1_100/abilene/per_seed.csv,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,2176,295a28561d6ba981dec23e58307ea870ba8b613343bbde16a77522fa3b37a11a,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/training/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/abilene/TRAINING_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,20215,929ef54f9ff298d4800c0d89ac3b3f349d30937a804c4cf1df184a71056fc0ef,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/training/deployment_weights.npz,RELEASE_ASSET,assets/checkpoints/n1_100/abilene/deployment_weights.npz,"100-slot formal deployment checkpoint; publish via GitHub Release (sha256-pinned), not in git history",,,20364,63404aab6f0401150d3ada50f1b69e2823bad45c77093388b2a2e9be0722ad0d,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/training/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,never read back,,,22933,b89a186403dd41617f597b6c32ad4ebf2f5d2b60f4e681e7367ce2ccd786c1cd,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/CALIBRATION_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/cost239/CALIBRATION_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,2869,1a829a0fa409072d792466605b6238b6db0bc566926d540ababe7c290fd4d88e,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/CALIBRATION_RESULTS_5_8pct.json,RESULT_SUMMARY_SMALL,results/n1_100/cost239/CALIBRATION_RESULTS_5_8pct.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,5438,195bf1f31adcaaa7bf5aeb5df4d0ebab6cfd1ccd95d0d1fc1b5920ae703a62f2,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/COMPARE_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/cost239/COMPARE_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,7841,077adcd4aaa81e44667b7c080274674482a2af40f48f79caac0718a4b36dd6c5,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/per_seed.csv,RESULT_SUMMARY_SMALL,results/n1_100/cost239/per_seed.csv,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,2400,0eba11b9d41423e7da593361b57ba2a2881359bc620dcadc6801303c5ac65d80,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/training/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/cost239/TRAINING_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,20200,14897668aec4e7b36ce380e55e6b7f6fa9f710fe7d0b55386e39b965ea6209d8,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/training/deployment_weights.npz,RELEASE_ASSET,assets/checkpoints/n1_100/cost239/deployment_weights.npz,"100-slot formal deployment checkpoint; publish via GitHub Release (sha256-pinned), not in git history",,,20276,725c6101dd5cc7cf410399ec165ce2a7d9696b60090f559c17ff9086354d2737,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/training/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,never read back,,,22933,d5c7e448b88641b23c3d5bded4e388897dfaa7d9ca3561b2c33787ed9f13266a,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/german17,EXCLUDE_LEGACY,-,"dead experiment line (datasets+checkpoint, no COMPARE results); owner decision: do not migrate",,,75236337,,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/CALIBRATION_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/jpn48/CALIBRATION_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,3349,07509a79fdf0420dccdfbb1e478dd348e31d90a410b7b27824fb8b3658c88279,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/COMPARE_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/jpn48/COMPARE_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,7690,e1434dbdda355aa127685d5f6ee4fa08b918b930053259d6e3ea877da228981d,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/per_seed.csv,RESULT_SUMMARY_SMALL,results/n1_100/jpn48/per_seed.csv,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,2254,993036938469fe2ba19cacc391a8f70a1de77a66fc7ecb26aa7ffd434447e9d5,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/training/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/jpn48/TRAINING_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,20187,b72fd0c98c7b6bf293586fb9d4d00d11e0420ea1def24d5bfddcd6bc9f85eeb2,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/training/deployment_weights.npz,RELEASE_ASSET,assets/checkpoints/n1_100/jpn48/deployment_weights.npz,"100-slot formal deployment checkpoint; publish via GitHub Release (sha256-pinned), not in git history",,,20329,b1b24db06b108d22bcaf3b4e5891fb94ff83880d03fa7cd3165ecfdb94ec7639,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/training/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,never read back,,,22933,3f8a5e2b2b7177ae3337d5c87bbb7ddcae2ee9ca2a6e6c1429892fd23ed0e131,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/CALIBRATION_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/nsfnet/CALIBRATION_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,3595,7330efb47a88d84200b344e524ff887f8db54e67bc3061207f7fa29056620a68,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/COMPARE_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/nsfnet/COMPARE_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,8013,29028710dab52f63ce1dc68ad698f979d34dd16db8aac5a9aa16b1b2f7cc3d89,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
